600024	[본죽]쇠고기장조림 460_트레(우둔)	EA	500003	[본죽]쇠고기장조림 460_트레_인박스	EA	0.077
600024	[본죽]쇠고기장조림 460_트레(우둔)	EA	320005	[본죽]쇠고기장조림 460_트레_낱개 반제품(우둔)	EA	1.
600025	[본죽]3kg 어머니 쇠고기 장조림_FC(우둔)	EA	500007	[본죽]쇠고기장조림 3kg_FC_물류박스	EA	0.333
600025	[본죽]3kg 어머니 쇠고기 장조림_FC(우둔)	EA	320006	[본죽]3kg 어머니 쇠고기 장조림_FC_반제품(우둔)	EA	1.
600026	[본죽]쇠고기장조림 460_트레(홍두께)	EA	500003	[본죽]쇠고기장조림 460_트레_인박스	EA	0.077
600026	[본죽]쇠고기장조림 460_트레(홍두께)	EA	300015	[본죽]쇠고기장조림 460_트레_낱개 반제품(홍두께)	EA	1.
600027	[본죽]메추리알장조림 180g	EA	500000	공용물류박스(중)	EA	0.025
600027	[본죽]메추리알장조림 180g	EA	320007	[본죽]메추리알장조림 180g(반제품)	EA	1.
600028	[본죽]쇠고기장조림 130g 낱개(홍두께)	EA	500000	공용물류박스(중)	EA	0.02
600028	[본죽]쇠고기장조림 130g 낱개(홍두께)	EA	300020	[본죽]소고기장조림130g 반제품(홍두께)	EA	1.
600029	[본죽]리뉴얼 미니쇠고기장조림 70g 낱개(설도)	EA	500008	미니 36개입박스	EA	0.028
600029	[본죽]리뉴얼 미니쇠고기장조림 70g 낱개(설도)	EA	320008	[본죽]리뉴얼 미니쇠고기장조림 70g 반제품(설도)	EA	1.
600030	[본죽]미니장조림 70(5입)_순수본_맥스	EA	500001	[본죽]미니쇠고기장조림 70(5입)_인박스	EA	1.
600030	[본죽]미니장조림 70(5입)_순수본_맥스	EA	500013	[본죽]미니쇠고기장조림 70_롯데마트용 트레이	EA	0.16
600030	[본죽]미니장조림 70(5입)_순수본_맥스	EA	320000	[본죽]미니쇠고기장조림 70g 반제품(설도)	EA	5.
